doc,topic,probability
"Cork to Malaga. Everything went smoothly and perfectly. Lovely professional and courteous staff. Kind, helpful, friendly and beautifully presented. Fantastic flight, no delays and smoothest landing ever. Price of flight was brilliant too - cheaper than the taxi fare from airport.",1,1.0
"Berlin to Kerry. Ryanair has some good deals, to be sure. But do not make even a single mistake or you will pay through the nose for it. The worst, in my opinion, is if you add a child later to your booking. You cannot simply add the child, as this would be logical. Instead, you have to book a separate adult far, all the ""pay per minute"" line to speak to someone, then pay an extra 30 euro ""link fee."" The only other option is to discard your original tickets and start from scratch. Don't let your carry ons be even a millimeter over the size limit or you'll be hit by a hefty fee. I get this is their business model, but it's a model that leave fliers hating the airline.",0,1.0
"The only way to get from Krakow to Venice or close by is to fly with Ryanair, which is usually not my first choice, but I have to be honest that this time, maybe by going with no expectations I was very satisfied. E flew out on time and the aircraft was very clean and spacious, it was a B737-900, I think not -800 or at least it was renewed. We took the bus until the plane and boarded from back door. There´s not a lot comment more about the flight as basically this 2h flight I didn´t consume any type of food or beverage’s products and neither bought anything from the in-flight duty free. Overall, by not having expectations the flight went definitely very well.",1,1.0
"Rome-Ciampino to Dublin. Very good flight with Ryanair. Priority Gate boarding seamless but then held outside in bus for 10-15 minutes whilst arriving aircraft was disembarked at another location and cleaned. Eventually brought to aircraft and briefly held again on bus until cabin crew were ready to board us. Excellent crew, very friendly, hardworking and efficient for a full flight. Some storage of bags issues were quickly dealt with. The 9pm scheduled flight departed at 9.12pm and we arrived in Dublin ahead of our scheduled 11.15pm time. The onboard crew were engaging, accommodating, prompt and worked extremely hard (particularly the two lads) on a very busy cabin service. A lot of items sold out on the outbound flight but crew were able to give great alternatives. Landing was a little hard but it was very windy in Dublin last night. All in all I was encouraged by this flight and service. I’m a reluctant Ryanair customer but based on this I would definitely choose to fly with them again.",1,0.8290034824289452
"Kraków to Dublin. Today when i found out no matter how small my luggage was i need to check it in, i was unhappy. On top of that there was bigger bag than mine front of me so i couldn’t extend my legs for the whole flight! I don’t recommend this company they charge you extra fees.",0,1.0
"Gatwick to Dublin. Extremely upsetting after using Ryanair for last few years to now having no choice but not to fly with them, rude staff. Would never use them again.",0,0.9249609762022125
"Budapest to Stansted. So even if you have time to check in online (like getting to the airport 2 hours before, they will not let you know), they will direct to their service check-in somewhere else, and there they will charge you more than the ticket to check-in for a boarding pass. You have the time but they will direct you to the office to check-in with their own office. Never will I use Ryanair again.",0,1.0
"Budapest to Lisbon. Last weekend was the first and last time I've ever flown on Ryanair. In a 4 hour flight, where I would've normally slept through the entire flight, I couldn't sleep for more than 10 minutes straight because various carts - with food, perfumes and various other items for sell - were passing every 15 minutes, and because of constant announcements made by the crew. When I complained to my boyfriend, a fight attendant told me, very rudely 'ma'am this is the walking cabin, it's normal for the crew to be walking up and down with carts'. Maybe in Ryanair this is normal, but certainly not in other companies. When I arrived to Portugal, it took more than an hour - 1 hour and 12 minutes to be precise - for the bags from this flight to start to arrive. Two other fights that arrived much later already had their bags delivered on our mat, while we were still waiting. When asking Ryanair employees about what was going on with our bags, they said they couldn't help us or give us any information, as they didn't know. All in all it was the worst flight of my life, and I advise anyone to spend the 20 extra euros and fly on a better company. Even other low costs such as Easy Jet are far, far better.",0,1.0
"Stansted to Seville. Worst airline ever. Charged £110 just to check-in. Apparently you have to check in 2 hours before boarding otherwise they will charge you extra money.  Upon asking what is the rational behind this 'policy', I was told there is none. This airline is Unprofessional and lack morality.",0,1.0
"Bologna to Cologne. Just awful, boarding started on time but they let the people wait in the corridor for about 30 minutes before they could actually enter the aircraft. Boarding took very long and you couldn't change your seat, which was very uncomfy and didn't felt right sitting in. Staff was ok but not allow to change seats. During the flight there were lots announcements about buying which really annoyed. Deboarding was also very slow.",0,1.0
"Malaga to London. Amazing service despite severe weather conditions. After the flight was diverted to Manchester due to unpredictable weather, the airline organized bus shuttle service from Manchester to London immediately. The pilot and the flight attendants were working overtime did adorable work to make sure everything went smooth and relax. Huge thanks for such a service!",1,0.82660506203552
Stansted to Fuerteventura. After all the stick this airline gets I can only say that after leaving my purse on the plane the staff at the airport were brilliant. They rang around and after 30 minutes my purse was returned. Had I lost it my holiday would have been ruined. Thank you Ryanair ... you went above and beyond .. much appreciated.,1,1.0
"Jasionka to Bristol. Ryanair surprised me with their service. The stewards were very well behaved, and the flight was overall pleasant. The landing was also very soft. A great flight in general.",1,1.0
"Brussels Charleroi to Stockholm. Difficult job performed well in the eye of Storm Ciara. Stood out on the observation deck and saw plane after plane fail to land and perform fly arounds (including our own). Having landed, Ryanair only used the front door as there was genuine concern that the movable steps would be blown over. Ground staff kept their cool and managed to get a full flight loaded within half an hour of arriving. Take off was delayed by about 40 mins. Apart from the initial ascent, all things considered, it was a remarkably smooth flight. I can't understand people who say that they are not aware that you need to check in online. I am continually bombarded with emails and pop-ups in the days leading up the flight. At €15 each way, its like option pricing.",0,0.8217061176246817
"Eindhoven to Athens. I got no email for check in online, then when i tried to check in they said it was too soon to the flight departure and i had to pay 50 euros for check in at the airport. The suitcase allowed is a tiny size and they make you pay 25 euros extra and don't let you take it on the plane. They do not care about customer satisfaction and they try to make money in that kind of  way.",0,1.0
"Sandefjord, Torp to Manchester. Ryanair usually delivers what they promise: to get you to your destination pretty much on time, no frills, no comfort and limited customer care. So also this time. Boarding acceptable, departure on time, seats somewhere between uncomfortable and terrible but service on board cannot be criticized. The crew was smiling, friendly and efficient. Service on board ok. No need for ground support, luckily. What I dont like with Ryanair is the booking process, it is cumbersome since they try all kinds of tricks to make you buy additional services to what you have already done, like extra legroom, insurance, car hire and hotels. Other low costs carriers, like Norwegian, don't bother you unnecessarily.",1,1.0
"Barcelona to Porto. Holiday ruined again by flight being delayed by hours. But of course, they will make up for just enough to not have to pay compensation. Wish I had not booked a holiday and it hasn't even started. Most useless airline ever.",0,1.0
"Dublin to Copenhagen. Was absolutely robbed by this airline. Had an issue checking in online the night before my flight, so my partner and I decided to get to the airport 3 hours early (we were recommended to get there 1hr early, but decided to take precautions!) just in case, as we’d been warned that Ryanair is very picky. At this stage, I should also mention that my partner and I are only travelling with Carry-On backpacks (no bags to check in - this has been fine on every other airline we’ve used during our 6 week holiday). We arrived at the desk only to be rudely told that checking in at the desk will cost us €55 each, and no, there was nothing they would do about that despite my issue with their website. And then the clerk eyed our backpacks and told us to go check those in as well. I’d already checked the pricing of baggage for the airline (some budget flights ask you to pay for carry-on, but I had found Ryanair only charges €10-20 for check in baggage and nothing for small carry-on). The cost for each bag to go under the plane? €40 each. That’s almost €200, just to get on the plane! That’s more expensive than my flight was to start with! Absolutely no customer care, let alone a shred of politeness or empathy. Nobody considered listening to our problem or even explaining why it had to be this way, and instead waved us away like we were being unreasonable for being shocked and upset by losing an unexpected €200. I’ll not fly with Ryanair again, and would advise any and all people hunting for budget flights to choose Easyjet instead. I’ve had great experiences with them in the airport, and even the flight attendants and planes themselves are much, much nicer than Ryanair.",0,1.0
"Alicante to London Stansted. We flew from London on a quick weekend get away. Our flight to Alicante was okay, however coming back was hell. Alicante Airpor was shut and our airline neglected to even offer us a courtesy call or email. We had already checked out of our hotel with two disabled friends (one with Crohn’s disease and other with scoliosis) having made our way half way to the airport. We called them as a result of local gossip from the cab guy and it was only then we recurved support. We spent a further 2 hours trying to assitain what their plan B was. After much frustration they offer a flight two hours away from our current destination at the time when the flight was set to leave at 5 and had the cheek to tell us that if we don’t make it there’s nothing they can do. They didn’t even offer transfers having expressed to them that all surrounding fares have either doubled as locals were aware of the chaos and or public transport coaches and trains left at timing that would miss the flight. They even told us not to get into a cab that we informed them would charge us extortion rates. In the end we paid £400 for two cabs to take our group to the airport. As we rushed into the airport there were no Ryanair representatives for support, people waited around without refreshments or information for hours before anyone appeared to board us. When we were finally on this alternative flight we waited a further 1 hr as they proceeded to act like a passenger was missing. A deploy scam to ensure they suggest the flight took off exactly under the 3 hour delay protocol for compensation. I’m fuming and it ruined our enjoyable. Just horrible. Please save yourself the anxiety and travel with someone else.",0,0.7813986046509609
London Stansted to Bari with Ryanair. A good all round experience at a good price. I had 2 email reminders about my baggage allowance and checkin for which I used the app. Boarding a bit slow and a long wait outdoors in the cold. Flight on time and arrived early. All crew pleasant enough. Seats are ok for a 2.5 hour flight. Nothing really to grumble about. Follow the simple rules and this airline is fine.,1,0.9786610168047004
"Malta to Catania. I had an accident and broke my leg. Due to this issue, I had to cancel three trips I had scheduled with three different airlines, Alitalia, Volotea, and Ryanair. Everything went well with Alitalia and Volotea, even though my flights with them were not reimbursable. Only Ryanair has not accepted to refund my tickets, even though on its website it states it ""may reimburse tickets in case of serious illness of the passenger"". Most probably a broken leg is not serious enough for this airline.",0,1.0
"I have flown Ryanair many times in the past. I find the service excellent. They get you from A to B on time, efficiently and affordably. I have never had an issue despite travelling with Ryanair more than twenty times a year for more than twenty years. They are the number one airline in my opinion for selling you exactly what you want, in terms of priority boarding, priority seats, luggage options, etc. If you want something, you can pay for it. If you don't want something, don't pay for it. Simple enough. You can check in weeks before your flight, which means that you can print out both boarding passes at home. A lot more reasonable than airlines that make you wait until 24 hours before the flight (why?!) Most of the people I hear complaining about Ryanair don't follow the rules and then blame the airline for their own mistakes or oversights. On my most recent flight, the plane left on time and arrived on time and the staff were courteous and friendly. Nothing there not to like. Highly recommended!",1,1.0
"Sofia to Einhoven. Staff in Airport very not friendly. Baggage policy unclear, website very misleading, amount of peoples in one bus to plane is too much. Waiting times are too long for everything",0,0.9734519508982139
"Faro to Berlin. Worst airline I’ve ever used. Even worse than Spirit and that’s saying something. Flight attendants were entitled and rude. The entire process was beyond inefficient. Had to show our boarding passes a total of 5 times. There wasn’t a seating area available for the gate until after our boarding passes were scanned, and no workers would scan the boarding passes until the boarding time so most people had to inconveniently stand for over an hour. Our flight was 3.5 hours and the airline refused to even provide water unless you paid! What kind of service is that? I’ve never experienced an airline that wouldn’t provide any beverage during that length of duration. Absolutely absurd. Yet the flight attendants went around trying to sell cologne and perfume. What a joke. I will never fly with this airline again.",0,0.9399055252647539
"Alicante to Leeds. They may look cheap however they are more expensive with all the hidden extras!  The cabin is dirty and the planes are the furthest away from the airport terminal. I can only imagine this is because they get it cheaper to park further away in each airport. Disgusting attitude from ground staff and unpleasant cabin crew, mostly from Europe with no customer service skills.",0,0.7386321176118004
"Absolutely disgusting airline who actively rip off their passenger. Flew from Manchester to Tenerife, ok wasn't the best flight with very few services and clearly overworked staff who weren't very friendly and had that couldn't be bothered attitude, I expected that on a budget flight. I object to paying the extortionate charges for luggage so I just booked hand luggage. No problem at Manchester but flying back from Tenerife, they decided to charge me 25 euros for the privilege. Absolute rip off and a total disgrace where they know you have no option other than to pay it. Legal thieves. I will never fly Ryanair again and would advise anyone traveling to use Jet2 instead.",0,1.0
"Leeds Bradford to Riga. Yesterday I was denied boarding 32 minutes before the flight was due to depart, they closed the gate 2 minutes earlier than what was printed on my boarding card, I could see people still boarding they could of got me on the flight but could not be bothered to even try. The gate staff couldn’t of cared less and were rude and unhelpful. Lesson learnt I will never fly with Ryanair again!",0,1.0
I flew EDI/AGP on 13/01/2020. I really don't understand why people leave such negative reviews. Flight was on time the AGP based crew gave a fantastic onboard service which many legacy carriers could learn from. All of them were polite friendly and nothing was too much trouble. Would not hesitate to use Ryanair in the future.,1,1.0
"This is a review of the service not the actual flight which I was unable to take. I was probably one of the most critical person regarding RyanAir, silently never putting finger to email. The reason of the review is to praise the airline for their prompt action. We were due to fly in December 2019 but in October my wife was diagnosed with a terminal illness, once we had her discharge notes from the hospital I sent the necessary claim form and discharge papers telling RyanAir she couldn’t travel. These were sent off at about 1800 on Friday and Saturday I received an email from them confirming a FULL refund, no deductions. I thank the airline from the bottom of my heart.",0,1.0
"Barcelona to Seville. Worst experience ever. Staff are not aware of baggage rules, unbelievably rude, and wow, so slow. Checking in bags was extremely difficult and expensive. Every flight attendant we talked to mentioned different prices for my bags. I fly very often and this was my worst experience ever. I will never use Ryanair ever again.",0,0.8742273085943301
"Liverpool to Derry. A shocking airline. Don't put yourself through booking with them. They seem cheap but charge for everything. You can't even bring a carry on anymore, it has to be a small bag. Staff aren't that friendly, uncomfortable seats (would hate to be on a longer flight with them!). I am done with them. I will be taking my custom elsewhere",0,1.0
"Madrid to Dublin. A terrible experience with Ryanair. We are queuing to board and Ryanair employee comes over to tag our buggy (traveling with our toddler) she checks the ticket and sees that we do not have priority boarding so she tells me I have to pay to the wheels bag (normal carry on bag). I told her it was paid for already but we did not have time to leave it at the check in desk. She said I need to pay 25 euros, I asked if it goes in the same place as the buggy and the rest of the bags and she said yes it goes in the hold. I paid for the bag already why are you making me pay another 25 euro? I leave it at the airplane door with the buggy? Really does nobody check this company’s rules?",0,1.0
Lisbon to Malaga. I am extremely upset about the way we were made to pay an extra 330 euros for my family of 6 to fly because we were not checked in online and the reason we weren’t checked in was because their website wasn’t working for us. We kept trying and the system kept freezing. When I questioned this I was told you should have called us.  We may have even made their 2 hour cutoff if we hadn’t stood in really long lines. We will not be flying with them again.,0,1.0
"We were supposed to flight from Milan Bergamo to Dublin at 21.25pm on 13 January. Police shortage in Bergamo Airport, nobody was advised, 1 hour 30 min waiting at passport control, last call was made for flight to Dublin at 21.23, we arrived at gate at 21.30pm, the aircraft left at 21.57, leaving 60 passengers on the ground. No Airport Manager or RyanAir Rep on duty, the gate control guy  tried his best to contact the aircraft and RyanAir in Dublin explaining the situation, RyanAir denied time extention. The 27 minutes delayed was due to the discharge of stranded passengers luggage off the plane. The aircraft left in front of our nose. If I didn't experience this in person I would have never believe it, the total lack of customer care and common sense was unreal.",0,1.0
"Prague to Edinburgh. Normal low cost flight. Boarding was quite chaotic no one cared about some priority boarding etc, but they checked dimensions of almost all baggage. Departure on time, arrival too (maybe a few minutes late). Flight was operated with normal Ryanair 737-800, 12 years old, reg. EI-DYA. Interior wasn't so clean, seats looked quite old, but comfortable, at least for low cost airline, legroom was fine too. Staff were nice and friendly (one of them maybe too much). Flight cost less than 6 Euro, for this price perfect service.",1,0.8382770620030985
"Paris to Vienna. I am very upset with Ryanair because 24 hours before departure I tried to check in and when I needed to fill space with passport number their website was kicking me out, I tried few times and it didn’t work. When I came to airport on check in they told me I have to pay 55€.  I said I couldn’t check in on their website from apple instead of that they told me to download their app and do it from there and better from android.  I will never use this airline anymore, because at the end one way ticket instead 26€ was costing me almost 100€ with bad service.",0,1.0
"Ponta Delgado to Lisbon. No flight on Ryanair was on time. Besides the ticket, you need to pay for your baggage in the cabin. The cheap becomes expensive! And with delays. This airline is the worst low-cost airline!",0,1.0
"Dublin to London Stansted. I used Ryanair only for the 2nd time (first was three years ago). When I reached airport for flight, they said you have not checked in and charged me 110 euro for I and my wife. They blocked online check-in, it was showing boarding pass expired and charged 55 euro to print boarding pass. There was no reminder email, no heads-up about the 55 euro fee. There were at least 3 more passengers in line for the same reason. They designed the process to rob new/occassional flyers.",0,1.0
"Flew Ryanair in august 2019 from Budapest to Barcelona and return. Cabin crew pretty polite, no other services on board. The leg room on the outbound flight was horrific, better on the return flight. Departing from Budapest means walking from a garage directly to the plane, that’s the lowest low cost I have ever seen.",-1,0.0
"Worst airline for countless reasons. 1) Flight delayed by six hours. We were scheduled to depart at 6.05pm. Everyone had boarded the aircraft by 6pm, but we were told by flight attendants to disembark due to a ""technical error on the plane"". The flight was rescheduled to 12 midnight, but it eventually only took off at around 1am the next day - a total of seven hours of delay. 2) Zero accountability. Ground staff were completely clueless as to any protocol in times of delay. Worse still, for the next ninety minutes or so there was no follow up action and all passengers were just stranded at the boarding gate. We were told to ""come check back every 30 min or so"" and there was no assurance of what would be done. 3) Shamelessly tried to shirk responsibility. We were told we could make claims via the EU261 flight regulation. However when I submitted my claim, the airline had the gall to say the flight was ""delayed due to air traffic controller restrictions, which was outside of our control"", which was totally opposite of the technical errors that the air crew had stated. 4) Poorest ever customer service. I followed up with Ryanair customer service staff who had zero professionalism. He was nonchalant throughout the correspondence. The incompetence of this staff member is highlighted in the fact he redirected me to the CAA UK site despite knowing my flight had departed from Spain, and that CAA does not serve cases where the flight departs from other EU member countries. Overall, I regret booking flights from a subpar company with service undeserving of any approval whatsoever. The rock-bottom standard is paralleled by its consistently plummeting stock price. I would recommend this airline to anyone who seeks disappointment, or wishes to spend the night at the airport for any abnormal reasons.",0,1.0
"Dublin to Sarajevo via Cologne. Terrible airline to travel with all round. Cheap flights don’t offer enough incentive to deal with rude staff, uncomfortable seats and hidden fees galore. Paying 55 euro to do the most standard thing possible (which is just checking in) is completely ridiculous, at no point before flying was I told and many other people for that matter, that not checking in online will incur such an expensive fee. Everyone will end up paying the pilots directly upon entering the plane so they take off at his rate. The staff were extremely rude and unhelpful and also horribly robotic to deal with. You are left with the impression that you are cattle being herded onto a truck and that you’re lucky it’s so cheap. I recommend anyone wishing to go anywhere to avoid this company at all costs as it was an infuriating experience. If I could give 0 out of 10 I would.",0,0.9376027619486428
"Valencia to Bristol. I had no internet access and the website had technical issues and I couldn't check-in online. I went to the counter more than 2 hours before the flight and staff said I'd have to pay 156 Euros for airport check-in. As I explained the situation, she asked me to ""wait as she tries to help"". And as I waited until it was 2 hours to the flight, then she came back and told me that it's past deadline now and I'd have to pay.",0,1.0
"Eindhoven to Ibiza. I've flown at least 10 times in total with Ryanair and 200+ times with other airlines, so feel I'm able to make a decent comparison and say categorically the Ryanair is by far the worst airline I know. It's simply 'cattle class' transport, with very very little seat room, no service to mention and personnel that obviously have little pleasure working for the CEO of Ryanair. I've now sworn that I will never ever fly Ryanair again. It used to be a 'Cheap and Nasty' airline but the 'Cheap' has now largely disappeared. Charging for every small thing separately, even hand-baggage. Even a single letter change on your booking can cost 5 times the ticket price. Ryanair is airline I strongly advise not to fly with.",0,0.7559102610614226
"Our flight from Eindhoven to Lisbon got cancelled. They then sent me an email I had a right to a full refund, but when I applied for this refund, they refused. So we skipped our trip, but of course we still had a return flight. I tried to change the date on this flight to go to Lisbon later, but this turned out to be impossible. So basically, we paid 900 euros and got ripped off for the full amount: we never flew.",0,1.0
"Bristol to Krakow. Very unhappy with service. Arrived at gate 2 minutes after closing, attendant had just closed door behind last person. Refused to to get us on board or contact anybody on plane. Understand that was also our mistake but shocked from lack of human approach.",0,1.0
"Luton to Dublin. I have never witnessed such disgusting service in my life! An air hostess whistled at customers and shouted ""oi"" to get their attention. Other colleagues were not positive. Seats were highly uncomfortable and we had no leg-room. I won't be flying Ryanair again, it's obvious they have no respect for customers. I'm still disgusted.",0,1.0
"Barcelona to Frankfurt. Flight delayed by one hour. Delay not communicated clearly, at all. Flight attendant did not care when asked about connecting transportation.",0,1.0
Ibiza to Madrid. Worst airline ever. Charged 134€ from us for not doing prior check-in. No such thing was clear to me prior booking or mentioned on tickets. Won’t book it ever in my life again.,0,1.0
"Bucharest to Berlin. I have flown plenty of times with it, and always the same story. They sell an nonexistent service, called Priority Boarding, and advertise it as if you can actually skip waiting in the queue. What really happens is: Priority Boarding passengers get the honor of waiting first, outside (in freezing cold in winter) until pretty much everyone else, priority or not, has gone through the check-in. So basically we pay extra to have the honor of waiting outside. Fantastic, worth every cent! If you do have any respect for the customer, at least stop selling that package as priority boarding - this service does not exist. Just simply state extra luggage.",0,0.8496591011641913
Venice to Paris. Flights cancelled due to strike in Paris. Could not offer alternative flight offered a refund. I was stranded with no notification received from Ryanair. I manage to locate alternative flights to Paris which cost me an additional £278. I was advised by Ryanair and staff members if I book and locate my own flight they would refund. I have contacted Ryanair since I have returned to the UK they have denied all knowledge of this keep saying raise this with complaints department which I have and now I'm not entitled to a refund. I have been cut off with incompetent staff there is no manager ever available. Now I'm left to fork the bill.,0,1.0
"Manchester to Venice. My girlfriend has brought me a romantic holiday to Venice, and the edge was taken from this the night before when she had to pay extra for cabin bags. When we got to the airport we found out that she had paid extra for the return flight only. (£50) Then we had to pay more £50 again and another £20 to seat next to each other. On the plane I was asked to move to my original seat as 80kg will alter how the plane takes off. I will use Ryanair to return home and this will be the only time I will ever use them.",0,1.0
Brussels to Dublin. They trick in customers in more and more add on purchases. They will sit you apart and bombard you with messages to upgrade.  It was last time I was flying that airline.,0,0.8086366438287648
Stansted to Copenhagen today. Baggage services was very poor and slow followed by long security check in Stansted Airport. We arrived late to the Gate but the attendant was very rude not allowing us as there was still time for us to get on. But they had time to discharge our luggage.,0,0.9179621483400783
"Madrid to Stansted. I missed the ""you gotta check in digitally"" email. Was made to pay 55€ to print boarding pass in person.",0,1.0
"Stansted to Barcelona. I and my friend had received many emails from the Ryanair regarding our flight and emails showing you can check in now service. We tried their website and app for check in which had some problems and decided to do it at the airport. At the airport the check in desk told us that we must have checked in online, and we were asked to pay 55 GBP for check in at the airport (even more than the price of the ticket itself).",0,1.0
Malaga to Brussels. They deemed my daughter's hand luggage to be too big. I ended not being able to upgrade and having to pay for extra luggage. I have had it with Ryanair. The people working for this nightmare of a company are great and I am sorry for them.,0,1.0
"Stansted to Budapest. Ryanair’s website wouldn’t let me check in, so we got in the bag drop queue for 30 minutes hoping to check in there, to be told we had to go to customer services. Got to customer services to be greeted by the most unhelpful women I have  dealt with. She said I had to pay £55 to check in as it was so close to 2 hours before the flight. I refused and said it wasn’t my problem as the website wasn’t working for me. Managed to sort it by myself, through the app. The worst customer service I have ever come across.",0,1.0
"Had 3 flights within the last 2 weeks around Europe. All 3 had slight delays. The third one we booked for 4 pm departure but a few weeks befote they changed the whole flight to a 7.55pm departure. Leaving a small amount of time to pick up our rental car at manchester. The main issue however, was from lisbon to rome we were charged 55 euros each to check in at the airport, we tried the night before to check in an pay for seats together however the website kept crashing. Staff at airport were very unhelpful made us pay the 110 euros to check in and were sat at opposite ends of the plane. Have lodged formal complaints about this but no response. Furthermore, on the plane ordered a chicken panini which came still frozen inside. Overall, would not use Ryanair again. Terrible customer service.",0,0.9577764284180054
"Glasgow to Krakow. My Ryanair experience was average for a budget airline, the trip didn’t get off to the best of starts as the plane was 15 minutes late to the gate and we boarded late as well so we were about 45 minutes late leaving, but other than that we had a decent flight with Ryanair, seats weren’t too bad but I won’t travel for any longer than 3 hours in them, cabin crew were nice and ground staff as well and as an added bonus we arrived in Kraków almost 1 hour early!",1,0.9759289475654973
"Ryanair from Frankfurt to Malaga, from Memmingen to Palma de Mallorca and Palma de Mallorca to Frankfurt. All flights good. Prices 16€ for a ticket. Crew was kind. Landings are not hard, but rather firm. No food was provided. Satisfied with the airline.",1,1.0
"Brindisi to Stansted. Very good experience. Just follow the rules and there is no hassle. Was reminded to check in well in advance and received two emails in the week before the flight reminding me of my baggage allowance. Speedy boarding is a must if you want to take a small suitcase on board as well as a ‘handbag’. Flight on time, pleasant enough crew and a good coffee. Hard sell on scratch cards and duty free but easy enough to ignore. Leg room is good as seat backs are flat. Good price ticket.",1,1.0
"Stansted to Copenhagen. Just had the worst experience with Ryanair. The app wouldn't check in both me and my friend, and even though we tried doing it both on the website and in the app, it just wouldn't work. We even had the help desk trying to sort it, but still nothing. The. We arrived at Stansted Airport, and waited forever in the luggage que, only to be told that we had to go to the information desk. So we did, another massive line that took forever. I was told I had to pay 40 pounds as I wasn't checked in, and would have to apply for a refund myself. OK, I accepted. At this time there were 20 min to the gate would close, and as I paid I was told that now it was too late, out bags couldn't be checked in and now we would have to buy another flight the next day. So  we now had to pay for another flight home the following day and a hotel to stay for the night.",0,1.0
Edinburgh to Nantes. They lost my luggage for the duration of my 1 week visit and only got my bag back on the way back to Edinburgh. As compensation for ruining my entire trip they offered me £25 refund that I paid for booking the bags. Unbelievable.,0,1.0
"Ryanair is the worst airline, because of all their hidden costs and porous policies from ticket purchasing, to check-in, to luggage policy. The staff at the airport is next-level rude and unhelpful. My boyfriend and I purchased our tickets about a month prior to our flight (it was a returning flight from Seville to Morocco), we arrived at the airport early enough to go through check-in and drop our bags only to be told that we have 2 minutes to check-in online when their website was not even responding for us to go through with it in addition to shaky airport Internet connection that was not helpful either. We went to see the company representative at the counter only to be received with a deaf ear. The lady tells us that we have to pay a 55 euro fee per person in addition to the luggage fine that goes up to 50 euros per person per extra luggage. When we tried to ask for a way to help us because we are literally stuck at the airport, she didn't even looked like she had the slightest bit of concern for our situation or even tried to find a way to help us, or direct us to someone that could. All she said was ""you gotta take it up with customer service"" when she was sitting inside the customer service booth at the airport. I know that I should've known better about Ryanair as today was NOT the first time a situation like such happened with them. I would never ever recommend this airline to anybody, you're better off paying the extra 20 or 30 euros to fly with a proper airline with an actual customer service, a real 21st century company that truly cares about their customers.",0,1.0
"Venice to Stansted. Do not waste your time effort or money. Spend the extra 30-40 euro and get British Airways. RyanAir is literally the worse airline. Disrespectful staff, uncomfortable planes. I knew better but I didn’t do better. Last call was called as I was literally walking thru the customs control. 1 minute later I arrive at the gate (bus was still out front) and they wouldn’t let me board.",0,0.836551768099244
"Essaouira to Brussels. 66€ for Check in at the airport in Morocco. It was my first time with Ryanair, and I wasn't aware of such fees. The ground staff told me, after booking, I would have received the itinerary with such notice over the fees for Airport check in. I showed them the email with the itinerary but no such information about fees.",0,1.0
"Athens to Santorini. We did not have a good experience with flying on Ryanair. When we landed in Athens from the US we tried to go the desk to check in for our flight to Santorini four days later. However, the airline said it was too early and we could do so later. When we arrived for our flight we were told because we missed our window to check in (48 hours to 2 hours before the flight - we were there 1 hour and 55 minutes before) we would have to pay 60 euros each. We explained that they woudn't let us check in previously and they said they had sent us an email. We were on vacation and had taken a break from media. The staff was not kind or thoughtful, they just handed us a bill for 120 euros and sent us to another desk to pay if we still wanted to make the flight we had already purchased. To say the least we were quite upset about paying double for our flights that we had booked several weeks prior. When we left Santorini we had similar problems. The desk agent asked us for printed boarding passes. When we told her we didn't have access to a printer at our Air BnB she said it would be 30 euros per person to get a boarding pass. We could not believe that we were asked once again to pay more money on top of our ticket prices just to print out a boarding pass. She was unfriendly and handed us a ticket to go pay our bill. We asked if there was some other way around this and she said that if we wanted to step out of line and download the app. that was an option. So, even though we had been in the line since early that morning we stepped out of the line and downloaded the app. even though we really did not want this app on our cell phone. What a run around. To say the least, we will not be flying this airline again. It was such a disappointment. At least if they had been friendly that would have helped.",0,1.0
"Dublin to Berlin. Without doubt the worst airline I have ever flown with. Firstly my first flight was cancelled and this was very poorly communicated and I then had to fly from a different country. This should have started the alarm bells ringing of what lay in store. The seats were cramped, the flight attendants were clueless and the pilot must have been under supervision.  The food was terrible,  no ice for drinks. No room for overhead bags even though you pay extra for it.",0,0.6935848200343052
"Madrid to Bari. It wasn’t the best experience I’ve ever had flying on a flight, but this being Ryanair, you’d expect that. As many Ryanair flights fly out of Madrid, it took quite a while to complete bag drop, specifically around 50 minutes. The flight was delayed by about half an hour. As a budget airline, the flight was adequate, it felt safe, wasn’t particularly comfortable and pretty much delivered as expected... if not a little better. The seat was wider than expected, and staff were more helpful than I’d have thought. I wasn’t fond of the lack of a seat pocket, but it it did give me extra leg room so points to them for that. Seats are non-reclining because of course they would be and While the safety card being printed on the seatback is a clever idea to save weight and all, it’d be nice if they calmed down a little with all the yellow. I wonder how the new “game changer” seats would feel .. they look nicer, but do they also improve on comfort? I got off the 2 hour flight with a numbness that I’ve never really felt before.",1,0.7812232868883231
"I have never had any problems flying with them. Yes they have rules, some of them ridiculous and money making but they generally have the lowest prices. I have flown legacy airlines and their short haul services are no different. The service is efficient and the staff are generally pleasant, given the pressure they are under. Today I flew from Dublin to Malaga. The flight was 30 minutes late departing. Apologies were made. The Spanish based crew were very pleasant and my panini and tea were delivered with a smile. One issue I have is not being able to hear the inflight tannoy. To all those who write here, read their rules, check in online, print your boarding passes or use their (really easy) app, book seats if you want to sit together. This is a low cost airline with great fares.",1,0.771232932059126
